Carat,Cut,Crown Height (mm),Girdle Diameter (mm),Pavillion Depth (mm),Table %,Total Depth %,Clarity,Color,Price
1.06,Ideal,6.52,6.56,4.11,57.0,62.8,SI2,H,4402
1.04,Ideal,6.64,6.58,3.96,56.0,59.9,SI1,F,4403
0.9,Ideal,6.2,6.24,3.85,58.0,61.9,VS2,H,4403
1.04,Fair,6.22,6.15,4.14,62.0,66.9,SI1,F,4403
1.04,Ideal,6.48,6.5,4.03,56.0,62.1,SI2,H,4404
0.92,Good,6.11,6.16,3.87,57.0,63.1,VS2,F,4404
1.02,Very Good,6.33,6.39,4.01,59.0,63.1,SI2,E,4404
1.02,Very Good,6.44,6.47,3.92,62.0,60.7,SI2,E,4404
0.97,Very Good,6.25,6.3,3.94,55.0,62.8,SI1,H,4404
1.51,Excellent,7.38,7.26,4.46,56.0,60.9,I1,H,4404
1.21,Very Good,6.76,6.69,4.26,60.0,63.3,SI1,I,4404
1.21,Excellent,6.91,6.87,4.2,56.0,61.0,SI1,I,4404
1.15,Very Good,6.69,6.73,4.16,58.0,62.0,SI2,I,4405
1.05,Ideal,6.54,6.56,4.04,55.0,61.7,SI1,J,4405
1.05,Ideal,6.53,6.57,4.03,55.0,61.5,SI1,J,4405
1.0,Good,6.29,6.35,3.89,61.0,61.6,SI1,H,4405
0.93,Good,6.36,6.39,3.75,61.0,58.8,SI1,G,4405
0.92,Ideal,6.2,6.17,3.87,56.0,62.6,VS2,G,4405
1.06,Ideal,6.57,6.52,4.02,57.0,61.4,VS2,I,4405
0.92,Ideal,6.23,6.25,3.86,57.0,61.9,SI2,G,4406
0.92,Good,6.35,6.38,3.75,57.0,58.9,VS2,E,4406
1.03,Excellent,6.64,6.6,3.88,61.0,58.6,SI1,H,4406
1.03,Very Good,6.46,6.27,4.05,62.0,63.4,SI1,H,4406
1.13,Good,6.68,6.63,4.0,64.0,60.7,SI2,D,4406
0.9,Excellent,6.19,6.05,3.76,62.0,61.4,SI1,D,4407
1.08,Very Good,6.55,6.61,4.12,56.0,62.6,SI2,F,4407
1.08,Excellent,6.6,6.65,3.99,59.0,60.2,SI2,F,4407
0.77,Ideal,5.83,5.89,3.65,56.0,62.3,VS1,D,4407
1.03,Ideal,6.44,6.48,4.01,56.0,62.1,SI2,G,4407
0.7,Good,5.69,5.72,3.48,61.0,61.0,VVS1,D,4407
1.23,Excellent,7.03,6.97,4.12,62.0,58.9,SI2,G,4408
0.9,Good,6.09,6.16,3.82,55.0,62.4,VS1,H,4409
1.25,Excellent,6.86,6.82,4.26,59.0,62.3,SI2,J,4410
1.05,Ideal,6.62,6.55,4.03,57.0,61.2,SI2,H,4410
1.05,Ideal,6.59,6.54,4.02,57.0,61.2,SI2,H,4410
1.01,Excellent,6.38,6.34,3.94,58.0,61.9,SI1,F,4412
1.01,Very Good,6.36,6.31,4.02,59.0,63.5,SI1,I,4412
1.01,Excellent,6.45,6.36,3.99,58.0,62.3,VS2,H,4412
0.81,Ideal,5.97,6.0,3.73,55.0,62.3,VS1,F,4412
1.01,Very Good,6.32,6.27,4.0,56.0,63.5,VS1,H,4412
1.01,Excellent,6.57,6.55,3.88,60.0,59.1,SI2,E,4412
1.01,Excellent,6.49,6.45,3.9,60.0,60.3,SI2,H,4412
1.06,Very Good,6.49,6.57,4.09,59.0,62.6,VS2,J,4413
1.07,Excellent,6.53,6.57,4.01,60.0,61.2,SI2,H,4413
1.07,Very Good,6.5,6.58,4.11,57.0,62.8,SI2,H,4413
1.0,Very Good,6.31,6.37,3.97,57.0,62.6,SI1,G,4413
1.01,Ideal,6.4,6.44,4.01,56.0,62.5,SI1,I,4413
1.01,Good,6.68,6.7,3.79,61.0,56.7,SI2,E,4413
1.08,Ideal,6.6,6.56,4.09,57.0,62.2,SI1,H,4413
1.03,Very Good,6.37,6.33,4.03,56.0,63.5,SI2,G,4413
1.03,Excellent,6.56,6.5,3.91,60.0,59.9,SI2,G,4413
1.02,Good,6.26,6.2,4.0,59.0,64.2,SI2,E,4414
1.02,Very Good,6.61,6.55,3.86,63.0,58.7,SI2,E,4414
1.08,Excellent,6.55,6.52,4.07,58.0,62.3,SI2,F,4414
1.1,Very Good,6.56,6.63,4.12,56.0,62.5,SI1,H,4414
1.03,Very Good,6.43,6.48,3.99,59.0,61.8,SI2,F,4414
1.03,Very Good,6.43,6.51,4.01,58.0,62.0,SI2,F,4414
1.04,Ideal,6.45,6.52,4.09,55.0,63.1,SI2,G,4414
1.03,Good,6.55,6.6,3.88,59.0,59.0,SI2,F,4414
1.08,Very Good,6.65,6.73,4.0,59.0,59.8,SI2,E,4415
1.01,Very Good,6.48,6.61,3.93,59.0,60.0,SI2,F,4416
1.01,Very Good,6.37,6.41,3.99,58.0,62.4,SI2,F,4416
1.01,Good,6.35,6.38,4.02,59.0,63.2,SI2,F,4416
1.01,Excellent,6.41,6.45,4.0,59.0,62.2,SI2,F,4416
1.01,Excellent,6.35,6.37,3.98,60.0,62.6,SI2,F,4416
1.01,Ideal,6.39,6.4,4.0,55.0,62.5,SI2,F,4416
1.01,Excellent,6.4,6.43,3.93,60.0,61.3,SI2,F,4416
1.01,Excellent,6.38,6.42,3.98,59.0,62.2,SI2,F,4416
1.01,Excellent,6.39,6.4,3.94,58.0,61.6,SI2,F,4416
1.01,Ideal,6.49,6.53,3.94,57.0,60.5,SI2,F,4416
1.01,Good,6.33,6.44,4.08,54.0,63.9,SI2,F,4416
1.01,Very Good,6.35,6.4,4.0,59.0,62.7,SI2,F,4416
1.01,Very Good,6.33,6.4,4.0,60.0,62.8,SI2,F,4416
1.0,Good,6.34,6.39,3.96,62.0,62.2,SI1,G,4416
1.06,Ideal,6.54,6.48,4.06,57.0,62.4,VS2,H,4416
0.83,Ideal,5.99,6.02,3.74,56.0,62.3,VS2,F,4417
1.01,Fair,6.14,6.2,4.03,58.0,65.3,SI1,G,4417
0.95,Very Good,6.35,6.37,3.82,61.0,60.1,SI2,D,4418
1.15,Very Good,6.7,6.75,4.13,58.0,61.4,SI2,H,4418
1.01,Very Good,6.36,6.42,3.97,59.0,62.1,SI1,I,4418
1.01,Excellent,6.44,6.35,3.98,59.0,62.2,SI1,F,4418
0.9,Very Good,6.13,6.16,3.86,57.0,62.8,VS2,E,4419
1.0,Very Good,6.32,6.37,4.04,55.0,63.7,SI2,D,4419
0.9,Very Good,6.19,6.34,3.73,57.0,59.5,SI1,D,4419
0.9,Ideal,6.15,6.18,3.83,57.0,62.1,VS2,E,4419
1.07,Ideal,6.56,6.58,4.1,57.0,62.4,SI2,G,4419
0.9,Good,6.15,6.17,3.81,62.0,61.9,SI1,D,4419
0.92,Excellent,6.22,6.21,3.86,60.0,62.1,SI1,F,4420
0.86,Ideal,6.05,6.1,3.78,57.0,62.2,VS1,G,4420
1.07,Ideal,6.55,6.59,4.05,57.0,61.7,SI2,G,4421
1.1,Very Good,6.53,6.56,4.12,58.0,62.9,SI2,H,4422
1.07,Ideal,6.52,6.56,4.08,56.0,62.4,SI1,J,4422
1.12,Ideal,6.82,6.75,4.08,57.0,60.1,VS2,J,4422
1.12,Excellent,6.85,6.81,4.0,58.0,58.6,VS2,J,4422
1.04,Ideal,6.5,6.59,4.02,55.0,61.4,SI1,I,4423
0.91,Very Good,6.19,6.14,3.89,59.0,63.1,VS1,F,4423
1.17,Excellent,6.77,6.69,4.22,57.0,62.7,SI2,I,4423
1.35,Ideal,7.17,7.09,4.35,55.0,61.0,SI1,J,4423
1.17,Excellent,6.77,6.73,4.18,58.0,61.9,SI1,J,4423
1.35,Good,7.33,7.29,4.23,60.0,57.9,SI2,I,4423
1.35,Fair,6.79,6.74,4.5,57.0,66.5,SI2,I,4423
0.9,Excellent,6.28,6.22,3.76,59.0,60.2,VS2,G,4424
1.03,Fair,6.36,6.31,4.1,63.0,64.7,SI1,G,4424
0.9,Excellent,6.3,6.23,3.76,59.0,60.0,VS2,G,4424
1.16,Ideal,6.79,6.84,4.18,55.0,61.3,SI2,G,4425
1.01,Very Good,6.56,6.53,3.93,55.0,60.0,SI2,F,4425
1.01,Ideal,6.4,6.44,4.0,55.0,62.3,VS2,J,4425
1.0,Ideal,6.4,6.46,3.94,57.0,61.3,SI2,F,4425
0.93,Good,6.21,6.15,3.94,59.0,63.8,VS1,G,4425
1.04,Ideal,6.54,6.47,4.04,56.0,62.1,SI1,F,4426
1.0,Very Good,6.33,6.39,3.98,58.0,62.6,SI2,E,4426
1.04,Very Good,6.45,6.47,4.0,58.0,61.9,SI1,I,4426
0.95,Excellent,6.47,6.42,3.74,62.0,58.0,SI1,G,4426
1.23,Excellent,6.76,6.72,4.23,59.0,62.8,SI2,G,4426
1.04,Good,6.35,6.42,4.03,60.0,63.1,SI2,F,4427
1.05,Very Good,6.39,6.43,4.07,57.0,63.5,SI2,G,4427
1.04,Very Good,6.5,6.57,3.92,61.0,60.0,SI2,F,4427
0.9,Excellent,6.19,6.17,3.8,60.0,61.5,SI1,D,4427
1.0,Ideal,6.39,6.33,3.96,56.0,62.3,SI2,D,4427
1.0,Excellent,6.5,6.39,3.88,59.0,60.2,SI1,G,4427
1.0,Good,6.54,6.48,3.78,65.0,58.1,SI2,D,4427
1.0,Good,6.25,6.22,4.01,58.0,64.3,SI1,G,4427
0.9,Very Good,6.09,6.13,3.82,58.0,62.5,VS1,H,4428
1.28,Ideal,6.93,6.96,4.28,57.0,61.6,I1,G,4428
0.9,Ideal,6.14,6.17,3.83,58.0,62.2,VS1,H,4428
1.11,Ideal,6.66,6.72,4.12,54.0,61.6,SI2,I,4428
0.91,Excellent,6.25,6.3,3.78,60.0,60.2,SI1,D,4429
0.91,Very Good,6.11,6.15,3.86,59.0,63.0,SI1,D,4429
1.05,Very Good,6.63,6.73,3.95,57.0,59.1,SI1,G,4429
0.91,Very Good,6.29,6.31,3.79,58.0,60.2,SI1,G,4429
0.91,Ideal,6.27,6.29,3.82,57.0,60.8,SI1,E,4429
0.91,Very Good,6.21,6.25,3.79,58.0,60.8,VS2,H,4430
1.13,Excellent,6.8,6.74,4.02,58.0,59.4,SI2,H,4430
1.13,Excellent,6.74,6.71,4.05,61.0,60.2,VS2,I,4430
0.9,Very Good,6.22,6.25,3.76,61.0,60.3,VVS2,H,4432
0.9,Good,6.11,6.15,3.88,57.0,63.3,VS2,F,4432
0.9,Excellent,6.13,6.16,3.81,58.0,62.0,VVS2,H,4432
1.01,Very Good,6.4,6.47,3.98,61.0,61.8,SI1,H,4432
1.01,Very Good,6.4,6.44,3.99,60.0,62.1,SI1,H,4432
1.01,Very Good,6.36,6.41,3.95,57.0,61.9,SI1,H,4432
1.01,Good,6.37,6.41,4.03,60.0,63.1,SI1,H,4432
1.07,Ideal,6.7,6.64,3.95,57.0,59.2,SI2,H,4434
1.03,Ideal,6.45,6.41,4.0,58.0,62.2,SI1,I,4434
0.91,Very Good,6.17,6.12,3.88,58.0,63.1,SI1,E,4434
1.01,Ideal,6.38,6.35,4.0,57.0,62.8,SI2,E,4434
1.01,Excellent,6.42,6.39,4.0,60.0,62.5,SI2,E,4434
1.01,Very Good,6.39,6.37,4.04,58.0,63.3,SI2,E,4434
0.91,Very Good,6.22,6.18,3.93,55.0,63.4,VS2,F,4434
1.01,Excellent,6.59,6.56,3.92,61.0,59.6,SI2,E,4434
1.01,Ideal,6.43,6.39,3.98,56.0,62.1,SI2,E,4434
0.91,Excellent,6.19,6.1,3.84,61.0,62.5,SI1,E,4434
1.1,Excellent,6.6,6.56,4.12,57.0,62.6,SI2,H,4435
0.9,Ideal,6.22,6.18,3.84,55.0,61.9,SI1,D,4435
1.02,Excellent,6.44,6.48,4.02,58.0,62.2,SI1,G,4435
1.04,Very Good,6.39,6.45,4.04,57.0,62.9,SI2,H,4435
1.01,Very Good,6.56,6.52,3.88,61.0,59.3,SI2,G,4435
1.01,Very Good,6.38,6.35,3.95,60.0,62.1,SI2,G,4435
0.9,Very Good,6.15,6.2,3.84,58.0,62.2,SI1,G,4435
1.0,Very Good,6.44,6.48,3.91,59.0,60.5,SI2,E,4435
0.9,Excellent,6.18,6.16,3.79,55.0,61.4,SI1,F,4435
0.9,Excellent,6.19,6.16,3.79,57.0,61.4,VS2,E,4435
1.2,Excellent,6.98,6.92,4.03,59.0,58.0,VS2,J,4435
1.1,Excellent,6.58,6.54,4.11,58.0,62.7,SI1,I,4435
1.0,Good,6.31,6.25,3.96,64.0,63.1,SI1,E,4435
0.9,Very Good,6.33,6.25,3.65,63.0,58.0,SI1,F,4435
1.0,Very Good,6.34,6.2,3.95,58.0,63.1,SI1,E,4435
1.0,Fair,6.15,6.08,3.98,61.0,65.1,SI1,E,4435
1.0,Fair,6.03,5.94,4.18,54.0,69.8,VS2,G,4435
1.0,Excellent,6.52,6.43,3.91,62.0,60.3,SI1,E,4435
1.05,Very Good,6.47,6.5,4.03,58.0,62.1,SI2,F,4436
1.04,Excellent,6.53,6.51,3.92,60.0,60.1,SI2,E,4436
1.01,Good,6.43,6.49,3.92,62.0,60.7,SI2,E,4436
1.13,Very Good,6.71,6.78,4.05,61.0,60.0,SI2,G,4437
0.91,Very Good,6.22,6.26,3.77,59.0,60.4,SI1,F,4437
1.15,Excellent,6.7,6.62,4.14,59.0,62.2,SI2,F,4437
1.15,Good,6.65,6.6,4.23,57.0,63.8,SI2,F,4437
1.19,Excellent,6.87,6.83,4.22,56.0,61.6,SI2,I,4438
1.01,Very Good,6.53,6.45,3.98,56.0,61.3,VS2,I,4438
0.9,Very Good,6.22,6.26,3.8,57.0,60.9,SI1,D,4438
1.01,Excellent,6.43,6.39,3.98,60.0,62.1,SI1,H,4439
0.7,Ideal,5.7,5.78,3.53,56.0,61.5,VVS2,F,4439
0.9,Ideal,6.31,6.37,3.75,59.0,59.1,SI1,E,4439
0.91,Fair,6.02,6.0,3.91,63.0,65.1,VS2,D,4439
1.07,Excellent,6.47,6.41,4.05,61.0,62.9,SI1,H,4440
0.56,Very Good,5.34,5.36,3.25,56.0,60.7,IF,D,4440
1.21,Excellent,6.82,6.78,4.14,60.0,60.9,SI2,J,4440
1.01,Good,6.38,6.33,4.08,55.0,63.9,SI2,E,4440
1.03,Ideal,6.45,6.48,4.04,56.0,62.5,SI2,E,4441
1.03,Excellent,6.46,6.53,3.96,60.0,61.0,SI2,E,4441
0.9,Very Good,6.14,6.18,3.76,61.0,61.0,SI2,F,4441
1.03,Fair,6.18,6.13,4.03,58.0,65.5,SI1,D,4441
1.03,Excellent,6.49,6.46,3.99,59.0,61.6,SI1,I,4441
1.03,Good,6.31,6.28,4.05,58.0,64.3,SI1,D,4441
1.11,Very Good,6.59,6.65,4.14,58.0,62.5,SI2,I,4442
1.07,Ideal,6.58,6.63,4.08,56.0,61.8,SI2,H,4442
1.01,Excellent,6.41,6.38,3.99,58.0,62.4,SI2,G,4442
1.08,Excellent,6.72,6.65,4.03,58.0,60.3,SI2,G,4442
1.2,Very Good,6.78,6.85,4.21,60.0,61.8,SI2,G,4443
1.2,Very Good,6.83,6.85,4.21,58.0,61.5,SI2,G,4443
1.08,Ideal,6.55,6.58,4.06,56.2,61.8,SI1,J,4443
1.02,Good,6.31,6.4,4.05,62.0,63.7,SI1,E,4443
1.02,Good,6.37,6.43,4.04,57.0,63.1,SI1,E,4443
0.84,Very Good,6.06,6.15,3.7,57.0,60.6,VS1,D,4443
0.9,Excellent,6.13,6.03,3.81,60.0,62.7,SI1,E,4443
1.01,Ideal,6.41,6.47,4.01,54.0,62.2,VS2,J,4443
0.91,Very Good,6.12,6.2,3.82,60.0,62.0,SI1,D,4444
0.8,Good,6.04,6.01,3.63,54.0,60.2,VS1,E,4444
1.09,Excellent,6.81,6.7,4.01,60.0,59.4,SI2,E,4444
1.24,Excellent,6.84,6.8,4.25,58.0,62.3,SI2,H,4444
1.01,Very Good,6.36,6.41,3.96,60.0,62.0,SI2,E,4445
1.0,Good,6.58,6.55,3.71,62.0,56.5,VVS1,I,4445
1.05,Excellent,6.51,6.44,4.01,58.0,61.8,SI1,F,4445
1.07,Excellent,6.57,6.51,4.04,58.0,61.8,SI2,F,4446
1.07,Good,6.59,6.41,4.0,65.0,61.3,SI2,F,4446
1.07,Excellent,6.58,6.55,4.05,58.0,61.7,SI2,F,4446
0.9,Very Good,6.13,6.1,3.88,57.0,63.4,SI1,D,4447
0.71,Ideal,5.78,5.8,3.57,56.0,61.7,VVS2,E,4447
0.93,Excellent,6.27,6.24,3.8,59.0,60.8,SI1,D,4448
1.06,Ideal,6.51,6.56,4.07,56.0,62.3,VS2,I,4449
0.9,Very Good,6.08,6.15,3.85,55.0,63.0,VS1,E,4449
1.03,Very Good,6.51,6.48,4.04,56.0,62.2,SI2,F,4449
1.13,Ideal,6.78,6.72,4.08,56.0,60.4,SI2,F,4449
1.02,Excellent,6.43,6.38,4.01,59.0,62.6,SI1,G,4449
1.01,Very Good,6.3,6.23,3.9,63.0,62.3,SI1,H,4449
0.92,Excellent,6.24,6.16,3.87,60.0,62.4,VS2,H,4451
1.04,Very Good,6.59,6.66,3.94,59.0,59.5,VS2,J,4451
1.07,Very Good,6.49,6.57,4.09,58.0,62.6,SI1,I,4451
0.85,Excellent,6.13,6.1,3.74,60.0,61.2,VVS2,F,4451
0.93,Good,6.09,6.14,3.9,58.0,63.8,SI1,G,4452
0.9,Ideal,6.17,6.22,3.86,58.0,62.3,SI1,G,4452
1.06,Excellent,6.52,6.5,4.03,59.0,61.9,SI1,I,4452
1.0,Excellent,6.47,6.39,3.96,59.0,61.6,VS2,I,4452
1.06,Excellent,6.61,6.51,4.06,57.0,61.9,SI1,I,4452
1.0,Ideal,6.48,6.39,3.94,57.0,61.2,SI2,F,4452
1.0,Ideal,6.46,6.43,3.95,56.0,61.3,SI2,F,4452
1.06,Ideal,6.57,6.49,4.1,57.0,62.8,SI2,H,4452
1.06,Excellent,6.54,6.5,4.07,58.0,62.4,SI2,F,4452
1.0,Excellent,6.39,6.36,3.91,61.0,61.3,SI2,F,4452
1.0,Excellent,6.38,6.35,3.89,61.0,61.1,SI2,F,4452
1.0,Excellent,6.36,6.33,3.91,61.0,61.6,SI2,F,4452
1.0,Good,6.33,6.29,4.04,57.0,64.0,SI1,F,4452
1.06,Ideal,6.67,6.63,3.95,57.0,59.4,SI2,H,4452
0.91,Ideal,6.23,6.26,3.87,54.0,62.0,SI1,G,4453
1.07,Good,6.57,6.62,3.96,62.0,60.0,SI2,E,4453
0.71,Ideal,5.72,5.77,3.56,56.0,62.0,VVS1,F,4454
1.03,Ideal,6.49,6.46,4.0,56.0,61.8,SI2,F,4454
1.02,Excellent,6.41,6.34,4.0,59.0,62.7,SI2,H,4455
0.9,Very Good,6.17,6.23,3.85,57.0,62.1,VS1,H,4455
1.08,Ideal,6.71,6.74,3.99,57.0,59.3,SI2,H,4455
1.2,Very Good,6.77,6.84,4.21,59.0,61.9,SI2,I,4455
1.2,Very Good,6.79,6.84,4.12,59.0,60.5,SI1,J,4455
1.08,Ideal,6.63,6.68,4.02,57.0,60.4,SI2,H,4455
1.16,Very Good,6.85,6.87,4.09,59.0,59.6,SI2,H,4455
1.16,Very Good,6.66,6.7,4.22,57.0,63.2,SI2,H,4455
1.04,Ideal,6.57,6.52,4.04,56.0,61.7,SI2,G,4455
0.9,Excellent,6.16,6.11,3.84,57.0,62.6,SI1,G,4455
1.3,Excellent,6.97,6.9,4.37,59.0,63.0,SI2,G,4455
1.17,Very Good,6.72,6.64,4.22,58.0,63.1,SI2,H,4455
0.9,Excellent,6.28,6.2,3.78,57.0,60.6,SI1,G,4455
1.02,Excellent,6.42,6.36,4.0,58.0,62.6,SI1,F,4455
1.04,Excellent,6.49,6.42,4.04,58.0,62.6,SI2,G,4455
1.04,Ideal,6.54,6.48,4.0,57.0,61.4,SI2,G,4455
1.04,Ideal,6.61,6.51,3.98,57.0,60.7,SI2,G,4455
1.02,Fair,6.04,5.97,4.31,56.0,71.8,VS1,H,4455
1.0,Fair,6.31,6.18,4.05,65.0,64.9,VS1,G,4455
1.02,Ideal,6.52,6.47,3.98,56.0,61.3,SI1,I,4455
1.11,Good,6.49,6.58,4.15,60.3,63.5,SI2,H,4456
1.11,Very Good,6.66,6.75,4.01,60.0,59.8,SI2,H,4456
0.96,Good,6.27,6.22,3.99,54.0,63.9,VS1,H,4456
1.09,Excellent,6.78,6.72,3.98,58.0,59.0,SI2,G,4456
1.01,Good,6.33,6.37,4.03,61.0,63.5,SI2,D,4457
1.02,Ideal,6.48,6.51,3.96,58.0,61.0,SI2,F,4457
0.92,Ideal,6.2,6.23,3.83,56.0,61.7,SI1,I,4457
1.1,Good,6.69,6.74,4.06,61.0,60.5,SI2,G,4457
1.11,Ideal,6.66,6.62,4.11,57.0,61.9,SI2,I,4457
0.7,Ideal,5.7,5.74,3.56,57.0,62.2,VVS1,F,4458
1.01,Ideal,6.42,6.49,3.97,56.0,61.5,SI2,F,4458
1.01,Ideal,6.42,6.47,4.0,55.0,62.1,SI2,F,4458
1.03,Ideal,6.5,6.55,3.96,60.0,60.7,SI1,I,4458
1.07,Ideal,6.53,6.49,4.04,57.0,62.1,VS2,H,4458
1.02,Excellent,6.41,6.45,3.93,59.0,61.1,SI2,F,4459
1.06,Ideal,6.53,6.56,4.07,55.0,62.2,SI2,G,4459
1.02,Excellent,6.42,6.49,3.97,58.0,61.5,SI2,F,4459
1.02,Excellent,6.36,6.43,4.0,60.0,62.5,SI2,F,4459
1.02,Excellent,6.44,6.47,4.0,58.0,62.0,VS2,I,4459
0.91,Excellent,6.22,6.12,3.85,58.0,62.2,VS1,G,4459
1.0,Ideal,6.41,6.48,3.96,55.6,61.5,SI2,H,4459
1.02,Good,6.25,6.32,4.03,58.0,64.1,SI2,D,4459
1.58,Excellent,7.55,7.51,4.53,61.0,60.2,I1,I,4459
0.9,Good,6.12,6.09,3.88,58.0,63.6,VS1,G,4460
0.9,Good,6.15,6.07,3.89,56.0,63.7,VS1,G,4460
0.3,Very Good,4.35,4.37,2.65,56.0,60.8,VS1,G,585
0.3,Very Good,4.28,4.31,2.67,55.0,62.1,VS1,G,585
0.38,Very Good,4.67,4.71,2.87,57.0,61.2,SI2,F,585
0.4,Excellent,4.68,4.63,2.93,59.0,62.9,SI2,I,585
0.28,Very Good,4.18,4.2,2.6,55.0,61.9,VVS1,G,586
0.28,Very Good,4.27,4.29,2.6,56.0,60.7,VVS1,G,586
0.28,Ideal,4.18,4.2,2.58,56.0,61.6,VVS2,G,586
0.28,Ideal,4.22,4.24,2.6,56.0,61.5,VVS2,G,586
0.28,Ideal,4.17,4.22,2.6,55.0,62.0,VVS1,H,586
0.39,Ideal,4.66,4.69,2.89,55.9,61.8,VS2,J,586
0.31,Ideal,4.31,4.33,2.69,54.0,62.3,VS1,G,586
0.23,Ideal,3.94,3.98,2.45,55.0,61.9,VS1,E,586
0.23,Ideal,3.96,3.97,2.44,54.0,61.5,VS1,E,586
0.37,Ideal,4.63,4.65,2.85,56.0,61.4,SI1,G,586
0.37,Ideal,4.63,4.68,2.86,55.0,61.4,SI1,G,586
0.37,Ideal,4.62,4.64,2.87,55.0,62.0,SI1,G,586
0.37,Ideal,4.62,4.66,2.87,55.0,61.9,SI1,G,586
0.32,Ideal,4.42,4.44,2.72,54.0,61.4,SI1,F,586
0.32,Ideal,4.46,4.53,2.72,55.0,60.9,SI1,F,586
0.28,Ideal,4.14,4.19,2.62,55.0,63.0,IF,H,586
0.28,Ideal,4.2,4.23,2.61,56.0,62.0,IF,H,586
0.3,Fair,4.14,4.18,2.77,54.0,66.6,VVS2,E,586
0.31,Good,4.3,4.28,2.74,55.0,63.9,VS1,I,586
0.31,Excellent,4.46,4.43,2.62,61.0,58.9,VS2,H,586
0.31,Good,4.33,4.29,2.75,56.0,63.8,VS2,H,586
0.38,Very Good,4.67,4.72,2.91,55.0,62.0,SI1,D,586
0.27,Very Good,4.14,4.18,2.57,59.0,61.8,VVS2,E,586
0.27,Ideal,4.16,4.2,2.58,57.0,61.7,VVS1,D,586
0.27,Ideal,4.16,4.19,2.59,56.0,62.0,VVS1,E,586
0.27,Good,4.07,4.1,2.61,57.0,63.9,VVS1,E,586
1.18,Excellent,6.82,6.74,4.24,55.0,62.5,SI1,J,4460
1.18,Excellent,6.85,6.78,4.17,59.0,61.2,SI2,I,4460
0.9,Excellent,6.13,6.06,3.82,60.0,62.7,VS1,G,4460
0.9,Ideal,6.27,6.23,3.85,55.0,61.6,VS1,G,4460
0.9,Excellent,6.08,6.0,3.76,60.0,62.3,VS1,G,4460
1.04,Ideal,6.49,6.54,4.02,57.0,61.7,SI2,H,4461
1.02,Fair,6.32,6.24,4.06,61.0,64.6,VS2,H,4462
1.02,Fair,6.29,6.25,4.08,56.0,65.1,SI1,F,4462
0.96,Excellent,6.52,6.47,3.78,58.0,58.2,SI2,E,4462
1.24,Very Good,6.85,6.79,4.32,57.0,63.3,SI2,G,4462
0.9,Very Good,6.3,6.34,3.78,55.0,59.8,SI1,E,4463
0.9,Good,6.08,6.13,3.9,55.0,63.9,SI1,E,4463
0.9,Very Good,6.19,6.25,3.83,57.0,61.6,SI1,E,4463
0.9,Good,6.05,6.1,3.88,57.0,63.9,SI1,E,4463
0.9,Excellent,6.19,6.24,3.78,59.0,60.8,SI1,E,4463
1.14,Excellent,6.73,6.61,4.14,59.0,62.1,SI1,H,4463
0.91,Good,6.1,6.06,3.9,58.0,64.1,VVS2,G,4464
1.06,Very Good,6.55,6.58,4.03,56.5,61.4,SI2,I,4465
1.06,Very Good,6.51,6.53,4.02,59.5,61.7,SI2,H,4465
1.02,Ideal,6.48,6.55,3.99,56.0,61.6,SI2,E,4465
1.09,Ideal,6.53,6.59,4.11,57.0,62.7,SI1,J,4465
0.9,Very Good,6.18,6.26,3.84,58.0,61.7,VS1,H,4466
1.2,Good,6.61,6.68,4.23,58.0,63.7,VS2,J,4466
1.03,Very Good,6.52,6.57,4.02,54.0,61.4,SI2,G,4466
0.91,Very Good,6.11,6.14,3.87,59.0,63.2,SI1,D,4466
0.91,Very Good,6.22,6.27,3.76,60.0,60.2,SI1,D,4466
0.91,Very Good,6.1,6.18,3.81,59.0,62.1,SI1,D,4466
0.9,Very Good,6.14,6.17,3.8,60.0,61.7,SI1,D,4466
0.9,Very Good,6.12,6.18,3.86,59.0,62.8,SI1,D,4466
0.9,Very Good,6.13,6.19,3.85,59.0,62.5,SI1,D,4466
1.0,Ideal,6.43,6.48,3.95,57.0,61.1,VS1,J,4466
1.05,Ideal,6.45,6.53,4.06,56.0,62.6,SI1,I,4466
0.9,Good,6.07,6.19,3.84,57.0,62.6,VS2,F,4466
1.0,Good,6.32,6.36,3.96,62.0,62.5,SI1,G,4466
1.01,Good,6.32,6.22,4.02,57.0,64.1,VS2,D,4466
1.0,Very Good,6.33,6.37,4.04,54.0,63.6,SI1,H,4467
0.71,Ideal,5.71,5.74,3.55,56.0,62.0,VVS2,E,4467
1.06,Ideal,6.51,6.49,4.04,57.0,62.2,SI2,G,4467
1.04,Excellent,6.5,6.46,4.04,57.0,62.3,SI1,G,4467
1.04,Excellent,6.5,6.41,4.05,57.0,62.8,SI1,G,4467
0.8,Very Good,5.82,5.88,3.68,58.0,62.9,VVS1,H,4468
1.01,Good,6.23,6.3,4.05,59.0,64.6,SI2,D,4468
1.01,Good,6.27,6.32,4.1,57.0,65.1,SI2,D,4468
1.01,Excellent,6.53,6.46,3.82,61.0,58.8,SI2,F,4468
1.01,Excellent,6.38,6.34,3.98,54.0,62.6,SI2,F,4468
1.0,Good,6.68,6.62,3.85,54.0,57.9,SI1,H,4469
0.95,Ideal,6.31,6.27,3.82,56.0,60.7,SI1,G,4469
1.04,Ideal,6.51,6.55,4.05,53.0,62.0,SI1,J,4469
0.9,Good,6.21,6.3,3.66,63.0,58.5,SI1,D,4469
